Date,Season,Rainfall (mm),Festival,Festival_Impact,Avg Temp (°C),Fuel Price (₹/L),Supply (Tonnes),Govt Policy,Disease Outbreak,Base_Price (₹/kg),Tomato_Price (₹/kg)
2020-03-18,Summer,17.03230830643851,,1.0,28.952770515868995,77.26575342465753,65,0,0,51.027022999641716,35.810249335422036
2020-03-19,Summer,18.635600368665685,,1.0,32.47165576403148,77.28219178082192,125,0,1,50.29090422205279,27.576533118237354
2020-03-20,Summer,3.5379641796207206,,1.0,27.015274749832656,77.2986301369863,199,0,0,33.32984755364851,39.797580281136234
2020-03-21,Summer,1.620671048537623,,1.0,24.348185162446182,77.31506849315069,198,1,0,40.97634899675454,44.84661182965073
2020-03-22,Summer,10.982463612236664,,1.0,21.27927444355589,77.33150684931506,174,0,0,56.42970583622778,47.63488382894198
2020-03-23,Summer,14.704424822211443,,1.0,32.2009319995202,77.34794520547945,83,0,0,31.27631841132663,41.74399390943618
2020-03-24,Summer,2.6110958514151594,,1.0,27.492808145611896,77.36438356164383,148,0,0,50.730395033880995,30.008209524464338
2020-03-25,Summer,12.714723187841113,,1.0,25.308046499171205,77.38082191780822,123,0,0,50.38176194988378,43.54202256656123
2020-03-26,Summer,2.857284269551541,,1.0,30.422225485459034,77.3972602739726,69,1,0,54.33600052180604,53.2952770006401
2020-03-27,Summer,7.784119984568887,,1.0,16.10864609620286,77.41369863013699,109,0,0,45.51775453284948,30.81401328027909
2020-03-28,Summer,6.167706494079097,,1.0,29.35306640013389,77.43013698630136,83,0,0,51.2503195906079,30.91928714359924
2020-03-29,Summer,13.304986007510326,,1.0,32.73520476880647,77.44657534246575,127,0,0,33.79561871330123,52.203785164388606
2020-03-30,Summer,14.904768902870817,,1.0,41.705388085962994,77.46301369863014,161,0,0,34.418707850391584,29.3524393870664
2020-03-31,Summer,8.047814403170445,,1.0,28.96588977863844,77.47945205479452,130,0,0,46.91172891043791,50.04816306127136
2020-04-01,Summer,1.854974265701994,,1.0,24.99094198182118,77.4958904109589,190,0,0,44.86076520762254,38.263500803692395
2020-04-02,Summer,11.887095180170594,,1.0,30.151783555761806,77.5123287671233,155,0,0,47.28384254301779,33.1120317107921
2020-04-03,Summer,8.971885738130576,,1.0,35.270577734484306,77.52876712328766,97,0,0,30.66984424153747,42.325274204293905
2020-04-04,Summer,17.869139403527033,,1.0,25.97205782759447,77.54520547945205,119,1,0,31.889905151262518,33.69961132560671
2020-04-05,Summer,18.837587887475376,,1.0,23.28561123369377,77.56164383561644,174,0,0,37.13188975008131,33.72703423250595
2020-04-06,Summer,3.423490022471327,,1.0,25.37269382473935,77.57808219178082,143,0,0,31.209715282545723,34.90677869125609
2020-04-07,Summer,7.622957640113663,,1.0,37.003027372547024,77.59452054794521,188,0,0,52.94872894665141,32.29610960244913
2020-04-08,Summer,4.8367582014862265,,1.0,27.287057290299153,77.6109589041096,117,0,0,52.778162382032875,49.86753207632863
2020-04-09,Summer,15.434012205890713,,1.0,27.750137835514888,77.62739726027397,178,0,0,51.29994634702099,28.10561009669317
2020-04-10,Summer,14.199544210274954,,1.0,29.48136712441623,77.64383561643835,76,0,0,40.874852499486934,49.43040105283341
2020-04-11,Summer,14.223416669993892,,1.0,15.491927064784583,77.66027397260274,155,0,0,42.751128807255355,51.55234123074473
2020-04-12,Summer,11.236691214329827,,1.0,23.91538727593789,77.67671232876712,198,0,0,58.78436757298792,52.46729428087729
2020-04-13,Summer,15.02433105283313,,1.0,30.384114977146258,77.69315068493151,55,1,0,30.359147968364848,53.65453337242407
2020-04-14,Summer,10.57015674939668,Tamil New Year,1.2,27.91196346770443,77.7095890410959,142,0,0,53.2358035674665,64.17698976552026
2020-04-15,Summer,15.176925490609426,,1.0,26.337592580388325,77.72602739726027,158,0,0,34.18432075674345,45.40442160854132
2020-04-16,Summer,1.59917870488125,,1.0,30.65030575863198,77.74246575342465,105,0,0,43.08670316839681,45.98106477655535
2020-04-17,Summer,14.452266673002015,,1.0,23.72317357914968,77.75890410958904,119,0,0,42.9213038591139,28.702083755622834
2020-04-18,Summer,3.673288847533198,,1.0,25.690639283336516,77.77534246575343,95,0,0,39.5816068542149,38.54100690305609
2020-04-19,Summer,5.640942345214068,,1.0,22.834829390423756,77.79178082191781,81,0,0,55.25753103404682,46.57412872720793
2020-04-20,Summer,16.175373191617687,,1.0,24.29494476445518,77.8082191780822,117,0,0,54.290790970341874,46.00233028350433
2020-04-21,Summer,18.629789792965866,,1.0,27.01144685357032,77.82465753424657,189,0,0,43.53590631821405,41.35237951121307
2020-04-22,Summer,14.665760682938751,,1.0,24.93347759676833,77.84109589041095,148,0,0,39.904643907770236,38.13160412450662
2020-04-23,Summer,9.129160872215499,,1.0,17.955182597268752,77.85753424657534,58,0,0,54.38859049939823,42.80686732318364
2020-04-24,Summer,5.066592906724505,,1.0,38.95516793529174,77.87397260273973,67,0,0,59.08438542560158,27.519594937393048
2020-04-25,Summer,4.8634867849829755,,1.0,25.00856860983798,77.89041095890411,53,0,0,55.696054061018444,35.86417212497356
2020-04-26,Summer,10.22434604653875,,1.0,15.910456947027537,77.9068493150685,168,0,0,48.35927473228011,50.28446795353215
2020-04-27,Summer,12.657629151702201,,1.0,25.697221799882694,77.92328767123287,79,0,0,35.87349242452676,45.60436029509891
2020-04-28,Summer,0.6212073850090971,,1.0,32.329587753920514,77.93972602739726,151,0,0,31.927780477392545,29.212999550178257
2020-04-29,Summer,7.021414624934879,,1.0,31.361989391290557,77.95616438356164,110,1,0,32.92439270559283,36.6432514672029
2020-04-30,Summer,1.523685658117766,,1.0,31.447915570731112,77.97260273972603,118,0,0,57.488545997882085,42.32927092767688
2020-05-01,Summer,4.542831524293147,,1.0,31.12862723821784,77.98904109589041,77,0,0,44.92872375818601,50.43725629563506
2020-05-02,Summer,7.889942877415949,,1.0,25.771888600125994,78.0054794520548,188,0,0,57.87533343654819,50.45998976674019
2020-05-03,Summer,16.287227080922428,,1.0,27.147422823878703,78.02191780821917,139,0,0,39.67691955854423,36.76972321299148
2020-05-04,Summer,16.247804310691883,,1.0,29.733379524515982,78.03835616438356,175,0,0,51.55485212457246,45.639011648792255
2020-05-05,Summer,19.985772530257794,,1.0,30.452624471051355,78.05479452054794,119,0,0,53.57497760190692,45.21710154252443
2020-05-06,Summer,10.486240953530954,,1.0,27.970619645156685,78.07123287671233,72,0,0,42.26394772715807,31.317853855058168
2020-05-07,Summer,6.318998035427807,,1.0,25.64833215385091,78.08767123287672,133,1,0,30.19273342481081,45.47415887860451
2020-05-08,Summer,16.680259459065255,,1.0,27.360789064641043,78.10410958904109,53,0,0,56.1983695321063,46.23394454639425
2020-05-09,Summer,0.8930962820450317,,1.0,20.905712506756597,78.12054794520547,103,0,0,53.95862113013109,35.79013652000741
2020-05-10,Summer,5.168228029634898,,1.0,31.85120643851747,78.13698630136986,72,0,0,53.191345460283365,44.75218539514216
2020-05-11,Summer,3.9959993100066415,,1.0,28.65142516575266,78.15342465753425,92,0,0,48.99018213289116,47.956930065614515
2020-05-12,Summer,2.8421108811886064,,1.0,27.449453017412157,78.16986301369863,119,0,0,48.67870315158376,53.66585379729587
2020-05-13,Summer,19.62271407288197,,1.0,28.20215449721929,78.18630136986302,164,0,0,33.53674776183184,32.8767659480399
2020-05-14,Summer,5.076761519140582,,1.0,24.215797758822728,78.2027397260274,110,0,0,33.363132857841926,37.82839501664054
2020-05-15,Summer,18.65364875051599,,1.0,34.53072149336234,78.21917808219177,192,0,0,53.623567299536674,34.59321057116561
2020-05-16,Summer,2.5130867780947064,,1.0,33.50096063498448,78.23561643835616,100,0,0,44.42110489471575,45.63994294741635
2020-05-17,Summer,14.593209969496531,,1.0,14.193498646618306,78.25205479452055,78,0,0,37.81723073187052,37.490531442565306
2020-05-18,Summer,16.455518309704658,,1.0,32.90776912641957,78.26849315068493,119,0,0,41.36225558371502,47.37251259742319
2020-05-19,Summer,13.52267674821495,,1.0,30.560911029618143,78.28493150684932,51,0,1,47.05937962875343,51.04693405334295
2020-05-20,Summer,11.345182308660423,,1.0,28.707979288357883,78.30136986301369,180,0,0,46.67286123785949,32.56082071683056
2020-05-21,Summer,0.8027135997027601,,1.0,26.739727700082632,78.31780821917808,172,0,0,56.18588656823863,45.62716738112251
2020-05-22,Summer,3.682618117800056,,1.0,29.095902337474417,78.33424657534246,146,0,0,41.70792338576093,52.52645127258963
2020-05-23,Summer,13.211908232780518,,1.0,33.80234420293654,78.35068493150685,89,0,0,40.733147364099395,39.714663307402844
2020-05-24,Summer,19.911169418259426,,1.0,35.64139743466017,78.36712328767123,56,0,0,58.021505235137056,27.672304318590708
2020-05-25,Summer,2.50312417363318,,1.0,24.737052484213354,78.38356164383562,172,0,0,55.54181578208866,53.79393135057435
2020-05-26,Summer,7.505715534508701,,1.0,30.968921609553224,78.4,187,1,0,54.722099128708,29.567007963958922
2020-05-27,Summer,9.414948527527638,,1.0,33.326291192616516,78.41643835616438,85,0,0,37.25858257537173,48.476994244951065
2020-05-28,Summer,8.841864189018057,,1.0,31.9651727347314,78.43287671232876,151,0,0,56.19676896248127,46.47475900936767
2020-05-29,Summer,3.377363195055869,,1.0,23.44007624604779,78.44931506849315,104,0,0,36.68306571742403,46.776186215471505
2020-05-30,Summer,15.046029625179337,,1.0,27.21804811219081,78.46575342465754,96,1,0,56.98360640388927,29.085753324295077
2020-05-31,Summer,8.935566798053,,1.0,25.61769651853966,78.48219178082192,198,1,0,45.68030099019215,50.23130536544295
2020-06-01,Summer,1.924109759714674,,1.0,28.73383255681169,78.49863013698629,150,0,1,33.013059516422764,48.60331359870835
2020-06-02,Summer,7.887583721682743,,1.0,27.862801315733044,78.51506849315068,70,0,0,55.513052858455836,53.074370867632034
2020-06-03,Summer,12.00274410488509,,1.0,30.93437975748033,78.53150684931506,161,0,1,54.29595217029342,31.853584874208714
2020-06-04,Summer,15.481320082542423,,1.0,31.907542878683472,78.54794520547945,127,1,0,30.155752701116217,36.419732591684436
2020-06-05,Summer,10.020215245353182,,1.0,35.62751986174791,78.56438356164384,127,0,0,55.20816074690522,45.93409371586299
2020-06-06,Summer,0.21579118844373468,,1.0,26.452155880297664,78.58082191780822,143,0,0,54.8011317787557,44.20054976521276
2020-06-07,Summer,13.729680521217709,,1.0,22.354926516031405,78.59726027397261,64,0,0,53.42005142941126,53.38631100399437
2020-06-08,Summer,12.534496725616599,,1.0,31.551532393708243,78.61369863013698,193,0,0,40.56956450232138,44.180716643648594
2020-06-09,Summer,7.408254220166239,,1.0,26.036140198139826,78.63013698630137,162,0,0,34.0931452818901,39.51872007366518
2020-06-10,Summer,12.77929665258035,,1.0,27.818636158458993,78.64657534246575,147,0,0,33.890855201098915,46.37024870773374
2020-06-11,Summer,15.03081025816562,,1.0,31.076541314717186,78.66301369863014,165,0,0,59.52230147197527,45.29307897579304
2020-06-12,Summer,5.387345941739312,,1.0,25.3888663995221,78.67945205479452,125,0,1,36.003814945528426,43.736911300292064
2020-06-13,Summer,10.963292147809636,,1.0,34.28975721553475,78.6958904109589,191,0,0,30.138928350676796,47.331357197656544
2020-06-14,Summer,11.690044552244256,,1.0,22.783959352635208,78.71232876712328,51,0,0,46.12982021201453,36.87188771602972
2020-06-15,Summer,2.4483832108134873,,1.0,30.0146943132147,78.72876712328767,182,0,0,46.60492806801153,34.021086846722625
2020-06-16,Summer,3.7090048444533985,,1.0,28.26183546762231,78.74520547945205,70,0,0,51.61720913132544,51.965702236592584
2020-06-17,Summer,12.707347238592705,,1.0,30.33090570174988,78.76164383561644,109,0,0,39.34526706168397,52.82298432992753
2020-06-18,Summer,15.94249049342727,,1.0,28.9765364503001,78.77808219178083,178,0,0,46.07093928590523,29.534756922819916
2020-06-19,Summer,4.4331484585153325,,1.0,31.44637116461192,78.79452054794521,136,0,0,33.08373012083091,28.161750214500426
2020-06-20,Summer,8.101229272635749,,1.0,26.0828596956422,78.81095890410958,107,0,0,42.18523231472632,52.67047668267809
2020-06-21,Summer,12.302558035484077,,1.0,33.44490169849927,78.82739726027397,113,0,0,31.575557195052262,44.0106731862597
2020-06-22,Summer,18.19722017166052,,1.0,25.003861153678194,78.84383561643835,186,0,0,45.13461466177377,49.852281402434755
2020-06-23,Summer,0.6981291219784547,,1.0,25.42069282273836,78.86027397260274,135,0,0,52.18237765567517,35.35542911993724
2020-06-24,Summer,8.722192173107528,,1.0,33.81480506313221,78.87671232876713,95,0,0,39.52480865998082,43.63714923581949
2020-06-25,Summer,9.59225239302671,,1.0,30.35606456881732,78.8931506849315,176,1,0,36.63127256519375,41.04383964728694
2020-06-26,Summer,17.807351634260044,,1.0,22.793683212051015,78.90958904109588,103,0,0,53.18009924933962,52.44158627846544
2020-06-27,Summer,4.121868862302889,,1.0,32.5511063732463,78.92602739726027,197,0,0,37.76009106140922,32.37528459976384
2020-06-28,Summer,8.43097560782136,,1.0,22.806692164708732,78.94246575342466,165,0,1,47.644011208305656,46.72018550424154
2020-06-29,Summer,6.839335618463689,,1.0,23.580227169464102,78.95890410958904,88,0,0,35.771476991890374,39.732257967304946
2020-06-30,Summer,19.92124557753303,,1.0,36.40533348620809,78.97534246575343,89,0,0,42.542860398443665,34.84583734539193
2020-07-01,Winter,8.69150153607899,,1.0,32.80587984879874,78.99178082191781,133,0,0,53.101442969286566,50.654800215603494
2020-07-02,Winter,1.4164442236722907,,1.0,26.94259712438277,79.00821917808219,163,0,0,59.596423303280574,31.9174645564562
2020-07-03,Winter,15.951534934892228,,1.0,35.98365079452513,79.02465753424657,132,0,1,32.73081283521258,55.23792780636323
2020-07-04,Winter,19.917719833860218,,1.0,28.548089948330144,79.04109589041096,119,0,0,33.41873963285427,45.608773222825086
2020-07-05,Winter,14.84720544174397,,1.0,24.863123397886042,79.05753424657534,73,0,0,40.35189216559222,50.06203287272898
2020-07-06,Winter,15.92249033861834,,1.0,23.25031773645772,79.07397260273973,123,0,0,42.39166120731584,41.2441607418957
2020-07-07,Winter,14.463673597932987,,1.0,29.11974175710822,79.0904109589041,158,0,0,42.30001764189829,59.38562632444188
2020-07-08,Winter,0.07053457689931264,,1.0,32.51287336619886,79.10684931506849,91,0,0,49.23474735142347,53.87611298244174
2020-07-09,Winter,14.597570713086569,,1.0,29.310014959706866,79.12328767123287,178,0,0,59.97617866551646,47.22577282927342
2020-07-10,Winter,1.5344561441042481,,1.0,35.873912443240386,79.13972602739726,69,0,0,45.900773095969804,53.575449616581935
2020-07-11,Winter,14.704480295707897,,1.0,19.99524347910049,79.15616438356165,156,0,0,30.989139187490327,45.33212456574496
2020-07-12,Winter,7.664586820454624,,1.0,27.651741730266682,79.17260273972603,170,0,0,57.0013779063567,52.90739110538753
2020-07-13,Winter,2.938846650176581,,1.0,30.39824919213372,79.18904109589042,165,0,0,49.04026883462861,54.756891182138915
2020-07-14,Winter,16.71572058766021,,1.0,33.879516706379846,79.20547945205479,161,0,0,35.63992711818986,31.434279695114142
2020-07-15,Winter,14.920364351559932,,1.0,26.63368943119606,79.22191780821917,149,0,0,39.78526856152659,48.855789693046404
2020-07-16,Winter,4.396143309545346,,1.0,33.55348833731597,79.23835616438356,122,0,0,40.348435217056654,57.286785547606314
2020-07-17,Winter,13.973589537560434,,1.0,43.87135506170557,79.25479452054795,137,0,0,44.60234083936121,58.0739626822684
2020-07-18,Winter,0.5721569634681711,,1.0,30.041312970808942,79.27123287671233,163,0,0,41.33530732847925,51.158623662236536
2020-07-19,Winter,13.632333724174156,,1.0,34.094451176571354,79.2876712328767,137,1,0,36.857941097887064,43.089479406084955
2020-07-20,Winter,10.954764249608038,,1.0,29.82338532665072,79.30410958904109,53,0,0,33.71509379360873,35.51611755503033
2020-07-21,Winter,8.896086110827524,,1.0,36.721398768335774,79.32054794520548,112,0,0,37.84814941740735,56.973836975678005
2020-07-22,Winter,8.072161346206867,,1.0,31.172337359564953,79.33698630136986,60,0,0,55.14152663575405,39.67930421634935
2020-07-23,Winter,5.80097090856714,,1.0,37.27221952581024,79.35342465753425,123,0,0,36.41198151930157,40.061703441128195
2020-07-24,Winter,10.209242555449848,,1.0,25.210868546406424,79.36986301369863,59,0,0,40.51759877463718,59.92575927016762
2020-07-25,Winter,6.871426060359465,,1.0,28.820537740707046,79.38630136986302,95,0,0,31.781180050259398,47.09727802601519
2020-07-26,Winter,15.31612027240068,,1.0,30.227429360810245,79.40273972602739,113,1,0,47.7949977686591,40.265780415339336
2020-07-27,Winter,9.747523566255595,,1.0,29.13313357591914,79.41917808219178,97,0,0,54.5345962977625,39.37592445988883
2020-07-28,Winter,14.902609192486944,,1.0,25.85196276633681,79.43561643835616,182,0,0,46.79353280428943,39.22945031599487
2020-07-29,Winter,19.37028751468803,,1.0,21.608470918453285,79.45205479452055,116,0,0,36.94677878264092,49.310868835257054
2020-07-30,Winter,10.42453403425672,,1.0,26.748628298074937,79.46849315068494,143,0,0,46.75230150824291,41.16019977012549
2020-07-31,Winter,16.564289492317442,,1.0,27.958612462768038,79.4849315068493,111,0,0,54.536849877013125,55.460989117443596
2020-08-01,Winter,0.25690615911155845,,1.0,25.994190067417126,79.5013698630137,151,0,0,51.001988443236044,53.819337210338595
2020-08-02,Winter,3.6574486581663157,,1.0,18.886293289879152,79.51780821917808,64,0,0,42.46279311803762,57.179511162145054
2020-08-03,Winter,15.720284398171675,,1.0,34.64878216062049,79.53424657534246,67,0,0,30.71378538210055,51.005438147786506
2020-08-04,Winter,8.44127567162532,,1.0,33.68948870055543,79.55068493150685,163,0,0,43.89749048494117,30.009180075023203
2020-08-05,Winter,2.2847338397428762,,1.0,29.715337323315044,79.56712328767124,173,0,0,46.73125909069984,33.84320189513033
2020-08-06,Winter,8.449288678026809,,1.0,31.996334963958553,79.58356164383562,65,1,0,57.12414399957601,33.91737547372466
2020-08-07,Winter,18.37715444877062,,1.0,29.97525866509668,79.6,133,0,0,41.860151687135044,48.07347114600297
2020-08-08,Winter,16.781485795399952,,1.0,37.102708750452294,79.61643835616438,149,0,0,48.425688392285494,47.00334260951752
2020-08-09,Winter,5.475641628510692,,1.0,28.005467551390517,79.63287671232877,100,0,0,48.061448091318596,53.59538516664928
2020-08-10,Winter,2.477103760492363,,1.0,24.168676482442606,79.64931506849315,117,0,0,52.05151640381021,51.42299320249202
2020-08-11,Winter,15.629046723441277,,1.0,32.64883527470587,79.66575342465754,52,0,0,57.22648217988699,52.019424929558
2020-08-12,Winter,6.039308880567333,,1.0,21.293891436770807,79.68219178082191,137,0,0,59.200063734205706,31.698406929633865
2020-08-13,Winter,10.118964281811117,,1.0,19.02210014730832,79.6986301369863,103,0,1,38.696781719008456,31.477147574103064
2020-08-14,Winter,2.6018870882506584,,1.0,38.338299923972535,79.71506849315068,110,0,0,44.463572264116664,35.76173956019414
2020-08-15,Winter,13.163663739682693,,1.0,27.444287945903877,79.73150684931507,123,0,0,33.83257818721403,42.01082977014363
2020-08-16,Winter,19.87722879212481,,1.0,31.654879949252855,79.74794520547945,112,0,0,38.30543279447128,49.50154244571927
2020-08-17,Winter,1.449732245051114,,1.0,25.796167318788164,79.76438356164384,103,0,0,32.42939286862425,52.96431365013064
2020-08-18,Winter,1.8358591152280779,,1.0,23.606972743500602,79.78082191780823,175,0,0,42.997016162416934,56.5872414133729
2020-08-19,Winter,10.264047978582692,,1.0,33.074049302902225,79.7972602739726,70,0,0,30.04942316198169,39.80419830023816
2020-08-20,Winter,2.9140358932439625,,1.0,33.610364439233976,79.81369863013698,138,0,0,37.54859560605822,55.9637682604299
2020-08-21,Winter,12.279097153403885,,1.0,19.49216277656689,79.83013698630137,98,0,0,32.264114491040004,37.11794552685766
2020-08-22,Winter,14.10207892975658,,1.0,28.724602032519158,79.84657534246575,74,0,0,52.70372289657255,43.278154162237264
2020-08-23,Winter,1.386121756347194,,1.0,17.394550910962508,79.86301369863014,70,0,0,40.157123214870914,33.76440723871852
2020-08-24,Winter,0.27815677688000306,,1.0,25.786510206796216,79.87945205479451,52,0,0,41.53988750457651,35.56101242943652
2020-08-25,Winter,17.12950469935056,,1.0,30.304601408999556,79.8958904109589,151,0,0,33.645826011444164,49.43534197990742
2020-08-26,Winter,18.528388409491377,,1.0,36.42558418843629,79.91232876712328,169,0,0,31.795211524637626,39.04222494655135
2020-08-27,Winter,10.857885996839812,,1.0,31.80356736378796,79.92876712328767,170,0,0,52.795779935067834,43.56859144565616
2020-08-28,Winter,15.12822396048028,,1.0,31.1681519465658,79.94520547945206,70,0,0,38.203728804270995,36.850898978212776
2020-08-29,Winter,10.99193230310618,,1.0,36.046028932274126,79.96164383561644,52,0,0,35.485401588879476,38.21771181402066
2020-08-30,Winter,5.163238101349661,,1.0,18.962965859572563,79.97808219178083,137,0,0,49.132323759032374,41.57903791203823
2020-08-31,Winter,11.574827606431652,,1.0,28.376185370676573,79.9945205479452,185,0,0,42.149867990024134,36.76161605494171
2020-09-01,Winter,8.409936081086416,,1.0,33.723940861257255,80.01095890410959,195,0,0,44.49619312382359,55.556307885473515
2020-09-02,Winter,6.101546843166201,,1.0,20.686743245403918,80.02739726027397,184,1,0,45.989479053914486,51.01051169717831
2020-09-03,Winter,8.071842292225618,,1.0,29.340845846268273,80.04383561643836,186,1,0,48.116145789140816,51.07764134841534
2020-09-04,Winter,10.73241745312201,,1.0,28.668851892448714,80.06027397260274,70,0,0,54.81260367934367,45.56357920429186
2020-09-05,Winter,18.52758107656146,,1.0,15.060809576131637,80.07671232876712,63,0,0,44.37896161697111,54.30918285844849
2020-09-06,Winter,10.384480582546853,,1.0,23.610561465889422,80.0931506849315,96,0,0,31.579948201069907,45.542258461164195
2020-09-07,Winter,0.42794903684927554,,1.0,29.953973565251914,80.10958904109589,115,0,0,55.148243195391224,30.771079045625637
2020-09-08,Winter,14.524214279936682,,1.0,23.840302033998963,80.12602739726027,149,1,0,39.62525789960734,32.32392401687457
2020-09-09,Winter,9.715685315399442,,1.0,27.57607164086675,80.14246575342466,120,0,0,59.67458145897163,34.201484466627804
2020-09-10,Winter,10.184813235483903,,1.0,25.231410929120496,80.15890410958905,160,0,0,36.32103015551396,44.68321935063571
2020-09-11,Winter,3.9668924551229745,,1.0,31.3307738977979,80.17534246575343,194,0,0,36.730992778848474,45.98257151609175
2020-09-12,Winter,18.864253250851522,,1.0,30.490703709570155,80.1917808219178,115,0,0,51.263955634739816,57.18154874318697
2020-09-13,Winter,7.983948290185497,,1.0,28.578648258473148,80.20821917808219,197,0,1,47.419880570003386,51.93328891796267
2020-09-14,Winter,4.990926939973912,,1.0,31.872304812455802,80.22465753424657,72,1,0,43.25127935471669,47.75661919453765
2020-09-15,Winter,7.46614309628159,,1.0,38.20319731101765,80.24109589041096,114,0,0,54.28844554891414,32.56635469047967
2020-09-16,Winter,3.377632600938545,,1.0,30.758589957773836,80.25753424657535,102,0,0,55.057728083585346,51.70141490101932
2020-09-17,Winter,4.081887289984407,,1.0,37.664956830931715,80.27397260273972,168,0,0,51.448694400625314,44.866081251784735
2020-09-18,Winter,0.08435988333475697,,1.0,20.317685320780463,80.2904109589041,119,0,0,52.78746056622456,46.270857724326405
2020-09-19,Winter,15.152642364467647,,1.0,27.800122188786005,80.30684931506849,130,0,0,34.07591550025094,39.1317453144902
2020-09-20,Winter,0.6972489975801022,,1.0,21.078033259940444,80.32328767123288,78,1,0,33.883647885609015,45.030220183570734
2020-09-21,Winter,7.084682941630438,,1.0,28.868327271875874,80.33972602739726,93,1,0,33.18448032945451,44.34809078419528
2020-09-22,Winter,16.27628404666146,,1.0,26.854019874125633,80.35616438356165,182,0,0,42.33416692404305,34.426553356146464
2020-09-23,Winter,11.6356829271866,,1.0,31.21484038643186,80.37260273972603,151,0,0,39.234980304839986,36.25781128025376
2020-09-24,Winter,15.243636509116872,,1.0,25.911549169482058,80.3890410958904,80,0,0,56.21176740511066,52.61541360395134
2020-09-25,Winter,18.6076484790009,,1.0,19.733771377961148,80.40547945205479,53,0,0,53.71477613830574,34.693677730873674
2020-09-26,Winter,0.1467563155974072,,1.0,28.531090798307776,80.42191780821918,94,0,0,46.870840562556396,54.85989767043682
2020-09-27,Winter,10.643106848801946,,1.0,32.12901657693529,80.43835616438356,51,0,0,37.007933858748046,41.99877818182554
2020-09-28,Winter,6.289327679141092,,1.0,33.3310183627886,80.45479452054795,116,0,0,32.846509293772726,44.61547279393629
2020-09-29,Winter,0.5436386758706258,,1.0,28.427160060537346,80.47123287671232,175,1,0,35.49168933822513,59.294032035327476
2020-09-30,Winter,8.252916292283565,,1.0,24.13212548371228,80.4876712328767,122,0,0,55.262557303676616,35.581366943845175
2020-10-01,Monsoon,83.61081142442953,,1.0,25.039096601126854,80.5041095890411,59,0,0,45.71894341445017,73.6826605686853
2020-10-02,Monsoon,52.14183709476472,,1.0,34.59568070606848,80.52054794520548,144,0,0,45.7724259564208,41.14328844304646
2020-10-03,Monsoon,104.60786119299806,,1.0,30.22561248644258,80.53698630136986,65,0,0,31.80182090469821,72.29142462150254
2020-10-04,Monsoon,106.74909559497964,,1.0,24.992619107595978,80.55342465753425,67,0,0,46.35908851325112,68.36114288438868
2020-10-05,Monsoon,113.27046741716919,,1.0,32.78683436382671,80.56986301369864,132,0,0,47.81808413620038,65.5026864077624
2020-10-06,Monsoon,92.0990492341493,,1.0,30.679647209437427,80.58630136986301,142,0,0,52.20130373355933,44.89993804091954
2020-10-07,Monsoon,93.96907500178884,,1.0,22.872469480033825,80.6027397260274,102,0,0,44.37738584604125,46.17255250214796
2020-10-08,Monsoon,78.05571221896216,,1.0,25.02631537529617,80.61917808219178,127,0,0,30.963968841213003,42.8333287113693
2020-10-09,Monsoon,73.73320139307998,,1.0,28.93442577455214,80.63561643835617,72,0,0,56.87207505930215,51.71913727309676
2020-10-10,Monsoon,113.22131691011137,,1.0,31.20391787841248,80.65205479452055,153,0,0,56.906498959906315,73.01449572128145
2020-10-11,Monsoon,92.61298880091759,,1.0,28.246889877070075,80.66849315068492,128,0,0,35.929760753685684,62.453339409754136
2020-10-12,Monsoon,52.07159527790492,,1.0,31.77196946130516,80.68493150684931,121,0,0,48.646810081036016,63.45845926719406
2020-10-13,Monsoon,70.93249987656513,,1.0,35.66495154568211,80.7013698630137,54,0,0,45.39037059982782,68.32648065743057
2020-10-14,Monsoon,52.40985843089264,,1.0,29.099459829092336,80.71780821917808,184,0,0,44.30611226779689,42.304802417284414
2020-10-15,Monsoon,119.16193156481931,Navaratri,1.2,23.241658610047004,80.73424657534247,154,0,0,51.99466707106947,49.197734003405984
2020-10-16,Monsoon,117.88899652702028,,1.0,24.383732609649822,80.75068493150685,63,0,0,52.63784705924935,58.61336625639384
2020-10-17,Monsoon,57.04196740206696,,1.0,29.300347945614497,80.76712328767124,193,0,0,37.91959290610538,43.28235227326914
2020-10-18,Monsoon,74.40631079139477,,1.0,26.178555161494245,80.78356164383561,106,0,0,54.53263467234972,57.29711329180486
2020-10-19,Monsoon,56.77156144622814,,1.0,29.262745233731586,80.8,120,0,0,41.096405941701164,63.64058522009003
2020-10-20,Monsoon,104.83700286275521,,1.0,19.340929432059998,80.81643835616438,163,0,0,36.324198118488916,75.77600081575703
2020-10-21,Monsoon,90.61310639540034,,1.0,24.148060673538694,80.83287671232877,69,0,0,39.10009451833477,68.60774680243836
2020-10-22,Monsoon,100.66991640865336,,1.0,21.819593246381586,80.84931506849315,112,0,1,58.333896354838075,46.7765406763491
2020-10-23,Monsoon,66.01530628061619,,1.0,27.253408764486014,80.86575342465753,193,0,0,42.956173834252596,41.80763698634582
2020-10-24,Monsoon,64.84781961303915,Diwali,1.5,26.02221563969142,80.88219178082191,122,0,0,35.24349603119692,58.152428241015315
2020-10-25,Monsoon,59.83839847253459,Diwali,1.5,26.563077819980236,80.8986301369863,129,0,0,56.23419872938682,49.7830068661078
